PUBLICATION_ID|YEAR|PUBLICATION_NUMBER|TITLE_FRENCH|TITLE_ENGLISH|URL_FRENCH|URL_ENGLISH|DATE_PUBLISHED|PDF|TAXONOMY|SERIES|DESCRIPTION_E|DESCRIPTION_F|URL_INUKTITUT
7740|1998|1998/066||Assessment of Haddock on Eastern Georges Bank|http://www.dfo-mpo.gc.ca/csas-sccs/publications/resdocs-docrech/1998/1998_066-fra.htm|http://www.dfo-mpo.gc.ca/csas-sccs/publications/resdocs-docrech/1998/1998_066-eng.htm|20-JUL-00|0||4|haddock|aiglefin|
7741|1998|1998/067||1998 Assessment of Georges Bank (5Zjmhn) yellowtail flounder|http://www.dfo-mpo.gc.ca/csas-sccs/publications/resdocs-docrech/1998/1998_067-fra.htm|http://www.dfo-mpo.gc.ca/csas-sccs/publications/resdocs-docrech/1998/1998_067-eng.htm|20-JUL-00|0||4|flounder (yellowtail)|plie à queue jaune|
7742|1998|1998/068||An assessment of biases associated with inshore acoustic cod surveys.|http://www.dfo-mpo.gc.ca/csas-sccs/publications/resdocs-docrech/1998/1998_068-fra.htm|http://www.dfo-mpo.gc.ca/csas-sccs/publications/resdocs-docrech/1998/1998_068-eng.htm|20-JUL-00|0||4|survey, cod|relevé, cod|
7743|1998|1998/069||Georges Bank scallop stock assessment -1997|http://www.dfo-mpo.gc.ca/csas-sccs/publications/resdocs-docrech/1998/1998_069-fra.htm|http://www.dfo-mpo.gc.ca/csas-sccs/publications/resdocs-docrech/1998/1998_069-eng.htm|20-JUL-00|0||4|scallop|pétoncle|
7725|1998|1998/050||Physical oceanographic conditions on the Scotian Shelf and in the Gulf of Maine during 1997.|http://www.dfo-mpo.gc.ca/csas-sccs/publications/resdocs-docrech/1998/1998_050-fra.htm|http://www.dfo-mpo.gc.ca/csas-sccs/publications/resdocs-docrech/1998/1998_050-eng.htm|20-JUL-00|0||4|environment|environnement|
7707|1998|1998/030||Status of Atlantic salmon stocks of southwest New Brunswick, 1996.|http://www.dfo-mpo.gc.ca/csas-sccs/publications/resdocs-docrech/1998/1998_030-fra.htm|http://www.dfo-mpo.gc.ca/csas-sccs/publications/resdocs-docrech/1998/1998_030-eng.htm|20-JUL-00|0||4|salmon (atlantic)|saumon Atlantique|
7708|1998|1998/031||Status of Atlantic salmon stocks in selected rivers of Cape Breton Island.|http://www.dfo-mpo.gc.ca/csas-sccs/publications/resdocs-docrech/1998/1998_031-fra.htm|http://www.dfo-mpo.gc.ca/csas-sccs/publications/resdocs-docrech/1998/1998_031-eng.htm|20-JUL-00|0||4|salmon (atlantic)|saumon Atlantique|
7709|1998|1998/032||Update of the status of Atlantic salmon (Salmo salar) in the Richibucto River in 1997.|http://www.dfo-mpo.gc.ca/csas-sccs/publications/resdocs-docrech/1998/1998_032-fra.htm|http://www.dfo-mpo.gc.ca/csas-sccs/publications/resdocs-docrech/1998/1998_032-eng.htm|20-JUL-00|0||4|salmon (atlantic)|saumon Atlantique|
7710|1998|1998/033||Status of Atlantic salmon in Bouctouche River in 1997.|http://www.dfo-mpo.gc.ca/csas-sccs/publications/resdocs-docrech/1998/1998_033-fra.htm|http://www.dfo-mpo.gc.ca/csas-sccs/publications/resdocs-docrech/1998/1998_033-eng.htm|20-JUL-00|0||4|salmon (atlantic)|saumon Atlantique|
7711|1998|1998/034||Stock status of Atlantic salmon (Salmo salar) in the Miramichi River, 1997.|http://www.dfo-mpo.gc.ca/csas-sccs/publications/resdocs-docrech/1998/1998_034-fra.htm|http://www.dfo-mpo.gc.ca/csas-sccs/publications/resdocs-docrech/1998/1998_034-eng.htm|20-JUL-00|0||4|salmon (atlantic)|saumon Atlantique|
7712|1998|1998/035||Status of striped bass (Morone saxatilis) in the Gulf of St. Lawrence in 1997.|http://www.dfo-mpo.gc.ca/csas-sccs/publications/resdocs-docrech/1998/1998_035-fra.htm|http://www.dfo-mpo.gc.ca/csas-sccs/publications/resdocs-docrech/1998/1998_035-eng.htm|20-JUL-00|0||4|bass|bar|
7713|1998|1998/037||Stock status of Atlantic salmon (Salmo salar L.) on the eastern shore of Nova Scotia, Salmon Fishing Area 20, in 1997.|http://www.dfo-mpo.gc.ca/csas-sccs/publications/resdocs-docrech/1998/1998_037-fra.htm|http://www.dfo-mpo.gc.ca/csas-sccs/publications/resdocs-docrech/1998/1998_037-eng.htm|20-JUL-00|0||4|salmon (atlantic)|saumon Atlantique|
7714|1998|1998/038||Possible effects of changes in CIL temperature and thickness on population dynamics of snow crab, Chionoecetes opilio, in the Gulf of Saint Lawrence.|http://www.dfo-mpo.gc.ca/csas-sccs/publications/resdocs-docrech/1998/1998_038-fra.htm|http://www.dfo-mpo.gc.ca/csas-sccs/publications/resdocs-docrech/1998/1998_038-eng.htm|20-JUL-00|0||4|crab (snow)|crabe des neiges|
7715|1998|1998/039||Status of Atlantic salmon in Salmon Fishing Area 21, in 1997, with emphasis on the upper LaHave River, Lunenburg Co., Nova Scotia.|http://www.dfo-mpo.gc.ca/csas-sccs/publications/resdocs-docrech/1998/1998_039-fra.htm|http://www.dfo-mpo.gc.ca/csas-sccs/publications/resdocs-docrech/1998/1998_039-eng.htm|20-JUL-00|0||4|salmon (atlantic)|saumon Atlantique|
7716|1998|1998/041||Update on the Status of NAFO Subarea 3-6 porbeagle shark (Lamna nasus).|http://www.dfo-mpo.gc.ca/csas-sccs/publications/resdocs-docrech/1998/1998_041-fra.htm|http://www.dfo-mpo.gc.ca/csas-sccs/publications/resdocs-docrech/1998/1998_041-eng.htm|20-JUL-00|0||4|shark|requin|
7717|1998|1998/042||Status of Atlantic salmon in Restigouche River in 1997.|http://www.dfo-mpo.gc.ca/csas-sccs/publications/resdocs-docrech/1998/1998_042-fra.htm|http://www.dfo-mpo.gc.ca/csas-sccs/publications/resdocs-docrech/1998/1998_042-eng.htm|20-JUL-00|0||4|salmon (atlantic)|saumon Atlantique|
7718|1998|1998/043||Nepisiguit and Jacquet River salmon for 1997.|http://www.dfo-mpo.gc.ca/csas-sccs/publications/resdocs-docrech/1998/1998_043-fra.htm|http://www.dfo-mpo.gc.ca/csas-sccs/publications/resdocs-docrech/1998/1998_043-eng.htm|20-JUL-00|0||4|salmon (atlantic)|saumon Atlantique|
7719|1998|1998/044||Run size forecasts for Fraser River sockeye salmon in 1998.|http://www.dfo-mpo.gc.ca/csas-sccs/publications/resdocs-docrech/1998/1998_044-fra.htm|http://www.dfo-mpo.gc.ca/csas-sccs/publications/resdocs-docrech/1998/1998_044-eng.htm|20-JUL-00|0||4|salmon (pacific)|saumon Pacifique|
7720|1998|1998/045||Recruitment of the North American stock of Atlantic salmon (Salmo salar) relative to annual indices of smolt production and winter habitat in the northwest Atlantic.|http://www.dfo-mpo.gc.ca/csas-sccs/publications/resdocs-docrech/1998/1998_045-fra.htm|http://www.dfo-mpo.gc.ca/csas-sccs/publications/resdocs-docrech/1998/1998_045-eng.htm|20-JUL-00|0||4|salmon (atlantic)|saumon Atlantique|
7721|1998|1998/046||Analyses of trends in returns of Atlantic salmon (Salmo salar) to rivers in Nova Scotia and Bay of Fundy, New Brunswick, and status of 1997 returns relative to forecasts.|http://www.dfo-mpo.gc.ca/csas-sccs/publications/resdocs-docrech/1998/1998_046-fra.htm|http://www.dfo-mpo.gc.ca/csas-sccs/publications/resdocs-docrech/1998/1998_046-eng.htm|20-JUL-00|0||4|salmon (atlantic)|saumon Atlantique|
7722|1998|1998/047||Assessment of the NAFO Division 4T Atlantic herring stock, 1997.|http://www.dfo-mpo.gc.ca/csas-sccs/publications/resdocs-docrech/1998/1998_047-fra.htm|http://www.dfo-mpo.gc.ca/csas-sccs/publications/resdocs-docrech/1998/1998_047-eng.htm|20-JUL-00|0||4|herring (atlantic)|hareng Atlantique|
7371|1995|1995/120||Expert age determination of 4VW and 4X haddock otoliths by national and international laboratories (19 p.)|http://www.dfo-mpo.gc.ca/csas-sccs/publications/resdocs-docrech/1995/1995_120-fra.html|http://www.dfo-mpo.gc.ca/csas-sccs/publications/resdocs-docrech/1995/1995_120-eng.html||0||4|haddock|aiglefin|
7372|1995|1995/121||Herring spawn volume at Fisherman's Bank, Prince Edward Island, in 1994 (10 p.)|http://www.dfo-mpo.gc.ca/csas-sccs/publications/resdocs-docrech/1995/1995_121-fra.html|http://www.dfo-mpo.gc.ca/csas-sccs/publications/resdocs-docrech/1995/1995_121-eng.html||0||4|herring|hareng|
7373|1995|1995/122||Status of Atlantic salmon in the Restigouche River in 1994 (62 p.)|http://www.dfo-mpo.gc.ca/csas-sccs/publications/resdocs-docrech/1995/1995_122-fra.html|http://www.dfo-mpo.gc.ca/csas-sccs/publications/resdocs-docrech/1995/1995_122-eng.html||0||4|salmon|saumon|
7375|1995|1995/124||Status of Atlantic salmon (Salmo salar L.) in eight rivers in the Newfoundland Region, 1994 (49 p.)|http://www.dfo-mpo.gc.ca/csas-sccs/publications/resdocs-docrech/1995/1995_124-fra.html|http://www.dfo-mpo.gc.ca/csas-sccs/publications/resdocs-docrech/1995/1995_124-eng.html||0||4|salmon|saumon|
7377|1995|1995/126||An overview of the scallop fishery in the Bay of Fundy 1986 to 1994 with a report on fishing activity trends amongst the dual license holders in the full bay fleet (40 p.)|http://www.dfo-mpo.gc.ca/csas-sccs/publications/resdocs-docrech/1995/1995_126-fra.html|http://www.dfo-mpo.gc.ca/csas-sccs/publications/resdocs-docrech/1995/1995_126-eng.html||0||4|scallop|pétoncle|
7378|1995|1995/127||Potential impacts of use of acoustic deterrant devices (ADDs) on marine mammals in the Quoddy Region based on a study conducted in British Columbia waters (15 p.)|http://www.dfo-mpo.gc.ca/csas-sccs/publications/resdocs-docrech/1995/1995_127-fra.html|http://www.dfo-mpo.gc.ca/csas-sccs/publications/resdocs-docrech/1995/1995_127-eng.html||0||4|marine mammal|mammifère marin|
7380|1995|1995/129||Status of Atlantic salmon stocks of the Saint John River and southwest New Brunswick, 1994 (52 p.)|http://www.dfo-mpo.gc.ca/csas-sccs/publications/resdocs-docrech/1995/1995_129-fra.html|http://www.dfo-mpo.gc.ca/csas-sccs/publications/resdocs-docrech/1995/1995_129-eng.html||0||4|salmon|saumon|
7381|1995|1995/130||Status of Atlantic salmon in the Nepisiguit River, New Brunswick, 1994 (52 p.)|http://www.dfo-mpo.gc.ca/csas-sccs/publications/resdocs-docrech/1995/1995_130-fra.html|http://www.dfo-mpo.gc.ca/csas-sccs/publications/resdocs-docrech/1995/1995_130-eng.html||0||4|salmon|saumon|
7383|1995|1995/132||Estimates of Atlantic stock status on the Eastern Shore of Nova Scotia, Salmon Fishing Area 20 in 1994 (36 p.)|http://www.dfo-mpo.gc.ca/csas-sccs/publications/resdocs-docrech/1995/1995_132-fra.html|http://www.dfo-mpo.gc.ca/csas-sccs/publications/resdocs-docrech/1995/1995_132-eng.html||0||4|salmon|saumon|
7386|1995|1995/135||Results of the December juvenile herring surveys from 1991 to 1994, and an overview of some other juvenile indices (31 p.)|http://www.dfo-mpo.gc.ca/csas-sccs/publications/resdocs-docrech/1995/1995_135-fra.html|http://www.dfo-mpo.gc.ca/csas-sccs/publications/resdocs-docrech/1995/1995_135-eng.html||0||4|herring|hareng|
7387|1995|1995/136||Status of the Iceland scallop Chlamys islandica on the Grand Banks of Newfoundland (NAFO Division 3LNO), 1994 (23 p.)|http://www.dfo-mpo.gc.ca/csas-sccs/publications/resdocs-docrech/1995/1995_136-fra.html|http://www.dfo-mpo.gc.ca/csas-sccs/publications/resdocs-docrech/1995/1995_136-eng.html||0||4|scallop|pétoncle|
7388|1995|1995/137||The fishery for Iceland scallops in Northeastern Gulf of St. Lawrence (NAFO Subdiv. 4R) in 1994 (17 p.)|http://www.dfo-mpo.gc.ca/csas-sccs/publications/resdocs-docrech/1995/1995_137-fra.html|http://www.dfo-mpo.gc.ca/csas-sccs/publications/resdocs-docrech/1995/1995_137-eng.html||0||4|scallop|pétoncle|
7314|1995|1995/063||Assessment of the Atlantic salmon (Salmo salar) stock of the Margaree River, Nova Scotia, 1994 (71 p.)|http://www.dfo-mpo.gc.ca/csas-sccs/publications/resdocs-docrech/1995/1995_063-fra.html|http://www.dfo-mpo.gc.ca/csas-sccs/publications/resdocs-docrech/1995/1995_063-eng.html||0||4|salmon|saumon|
7315|1995|1995/064||Status of gaspereau in the Margaree River 1993 and 1994 (35 p.)|http://www.dfo-mpo.gc.ca/csas-sccs/publications/resdocs-docrech/1995/1995_064-fra.html|http://www.dfo-mpo.gc.ca/csas-sccs/publications/resdocs-docrech/1995/1995_064-eng.html||0||4|gaspereau (alewife)|gaspareau|
7317|1995|1995/066||An analysis of lumpfish from data on individual fishermen in the Newfoundland Region (12 p.)|http://www.dfo-mpo.gc.ca/csas-sccs/publications/resdocs-docrech/1995/1995_066-fra.html|http://www.dfo-mpo.gc.ca/csas-sccs/publications/resdocs-docrech/1995/1995_066-eng.html||0||4|lumpfish|lompe|
7318|1995|1995/067||Preliminary results from the inshore sentinel survey for cod in NAFO Subdivision 3Ps (7 p.)|http://www.dfo-mpo.gc.ca/csas-sccs/publications/resdocs-docrech/1995/1995_067-fra.html|http://www.dfo-mpo.gc.ca/csas-sccs/publications/resdocs-docrech/1995/1995_067-eng.html||0||4|cod|morue|
7321|1995|1995/070||Capelin in SA2 + Division 3KL (338 p.)|http://www.dfo-mpo.gc.ca/csas-sccs/publications/resdocs-docrech/1995/1995_070-fra.html|http://www.dfo-mpo.gc.ca/csas-sccs/publications/resdocs-docrech/1995/1995_070-eng.html||0||4|capelin|capelan|
7322|1995|1995/071||An assessment of the skate fishery in Division 4VsW (41 p.)|http://www.dfo-mpo.gc.ca/csas-sccs/publications/resdocs-docrech/1995/1995_071-fra.html|http://www.dfo-mpo.gc.ca/csas-sccs/publications/resdocs-docrech/1995/1995_071-eng.html||0||4|skate|raie|
7323|1995|1995/072||Predation of Atlantic cod, capelin and Arctic cod by harp seals in Atlantic Canada (29 p.)|http://www.dfo-mpo.gc.ca/csas-sccs/publications/resdocs-docrech/1995/1995_072-fra.html|http://www.dfo-mpo.gc.ca/csas-sccs/publications/resdocs-docrech/1995/1995_072-eng.html||0||4|cod, capelin, seal|morue, capelan, phoques|
7324|1995|1995/073||Assessment of 4VsW cod in 1994 with consideration of ecological indicators of stock status (29 p.)|http://www.dfo-mpo.gc.ca/csas-sccs/publications/resdocs-docrech/1995/1995_073-fra.html|http://www.dfo-mpo.gc.ca/csas-sccs/publications/resdocs-docrech/1995/1995_073-eng.html||0||4|cod|morue|
7326|1995|1995/075||Analysis of replacement in eight northwest Atlantic cod stocks (11 p.)|http://www.dfo-mpo.gc.ca/csas-sccs/publications/resdocs-docrech/1995/1995_075-fra.html|http://www.dfo-mpo.gc.ca/csas-sccs/publications/resdocs-docrech/1995/1995_075-eng.html||0||4|cod|morue|
7329|1995|1995/078||Factors affecting the returns of adult Atlantic salmon, Salmo salar, with emphasis on Conne River (27 p.)|http://www.dfo-mpo.gc.ca/csas-sccs/publications/resdocs-docrech/1995/1995_078-fra.html|http://www.dfo-mpo.gc.ca/csas-sccs/publications/resdocs-docrech/1995/1995_078-eng.html||0||4|salmon|saumon|
7330|1995|1995/079||Status of American eels, Anguilla rostrata in the Gulf Region (40 p).|http://www.dfo-mpo.gc.ca/csas-sccs/publications/resdocs-docrech/1995/1995_079-fra.html|http://www.dfo-mpo.gc.ca/csas-sccs/publications/resdocs-docrech/1995/1995_079-eng.html||0||4|eel|anguille|
7331|1995|1995/080||A decision making framework for the development of management plans (22 p.)|http://www.dfo-mpo.gc.ca/csas-sccs/publications/resdocs-docrech/1995/1995_080-fra.html|http://www.dfo-mpo.gc.ca/csas-sccs/publications/resdocs-docrech/1995/1995_080-eng.html||0||4|management|gestion|
7334|1995|1995/083||Evaluation of the stock status of 4WX herring (80 p.)|http://www.dfo-mpo.gc.ca/csas-sccs/publications/resdocs-docrech/1995/1995_083-fra.html|http://www.dfo-mpo.gc.ca/csas-sccs/publications/resdocs-docrech/1995/1995_083-eng.html||0||4|herring|hareng|
7335|1995|1995/084||The status of Atlantic salmon stock of Humber River/Bay of Islands, Newfoundland 1993 (53 p.)|http://www.dfo-mpo.gc.ca/csas-sccs/publications/resdocs-docrech/1995/1995_084-fra.html|http://www.dfo-mpo.gc.ca/csas-sccs/publications/resdocs-docrech/1995/1995_084-eng.html||0||4|salmon|saumon|
7337|1995|1995/086||The 1995 update on Georges Bank 5Z herring stock (50 p.)|http://www.dfo-mpo.gc.ca/csas-sccs/publications/resdocs-docrech/1995/1995_086-fra.html|http://www.dfo-mpo.gc.ca/csas-sccs/publications/resdocs-docrech/1995/1995_086-eng.html||0||4|herring|hareng|
7338|1995|1995/087||Status of Atlantic salmon in Salmon Fishing Area 15, Gulf Region, New Brunswick, 1994 (44 p.)|http://www.dfo-mpo.gc.ca/csas-sccs/publications/resdocs-docrech/1995/1995_087-fra.html|http://www.dfo-mpo.gc.ca/csas-sccs/publications/resdocs-docrech/1995/1995_087-eng.html||0||4|salmon|saumon|
7340|1995|1995/089||Spawning and recruitment of northern cod as measured by pelagic juvenile cod surveys following stock collapse, 1991-1994 (25 p.)|http://www.dfo-mpo.gc.ca/csas-sccs/publications/resdocs-docrech/1995/1995_089-fra.html|http://www.dfo-mpo.gc.ca/csas-sccs/publications/resdocs-docrech/1995/1995_089-eng.html||0||4|cod|morue|
7342|1995|1995/091||The 1995 review of the Canadian offshore lobster fishery (35 p.)|http://www.dfo-mpo.gc.ca/csas-sccs/publications/resdocs-docrech/1995/1995_091-fra.html|http://www.dfo-mpo.gc.ca/csas-sccs/publications/resdocs-docrech/1995/1995_091-eng.html||0||4|lobster|homard|
7344|1995|1995/093||Estimates of cod mortality in the Newfoundland Region from tagging (29 p.)|http://www.dfo-mpo.gc.ca/csas-sccs/publications/resdocs-docrech/1995/1995_093-fra.html|http://www.dfo-mpo.gc.ca/csas-sccs/publications/resdocs-docrech/1995/1995_093-eng.html||0||4|cod|morue|
7345|1995|1995/094||Distribution and abundance of demersal juvenile cod (Gadus Morhua) in inshore and offshore area of northeast Newfoundland (NAFO divisions 3KL) in the early 1990s (36 p.)|http://www.dfo-mpo.gc.ca/csas-sccs/publications/resdocs-docrech/1995/1995_094-fra.html|http://www.dfo-mpo.gc.ca/csas-sccs/publications/resdocs-docrech/1995/1995_094-eng.html||0||4|cod|morue|
7348|1995|1995/097||Assessment of Atlantic salmon population Sand Hill River, Labrador, 1995 (29 p.)|http://www.dfo-mpo.gc.ca/csas-sccs/publications/resdocs-docrech/1995/1995_097-fra.html|http://www.dfo-mpo.gc.ca/csas-sccs/publications/resdocs-docrech/1995/1995_097-eng.html||0||4|salmon|saumon|
7349|1995|1995/098||Environmental conditions in Atlantic Canada, summer 1995 with comparison to the 1961-1990 average (30 p.)|http://www.dfo-mpo.gc.ca/csas-sccs/publications/resdocs-docrech/1995/1995_098-fra.html|http://www.dfo-mpo.gc.ca/csas-sccs/publications/resdocs-docrech/1995/1995_098-eng.html||0||4|environment|environnement|
7351|1995|1995/100||Status of Atlantic salmon in the Morell, Mill, Dunk, West, and Valleyfield rivers, Prince Edward Island, in 1994 (28 p.)|http://www.dfo-mpo.gc.ca/csas-sccs/publications/resdocs-docrech/1995/1995_100-fra.html|http://www.dfo-mpo.gc.ca/csas-sccs/publications/resdocs-docrech/1995/1995_100-eng.html||0||4|salmon|saumon|
7273|1995|1995/022||Status of the Scotian Shelf shrimp (Pandalus borealis) fishery 1994 (24 p.)|http://www.dfo-mpo.gc.ca/csas-sccs/publications/resdocs-docrech/1995/1995_022-fra.html|http://www.dfo-mpo.gc.ca/csas-sccs/publications/resdocs-docrech/1995/1995_022-eng.html||0||4|shrimp|crevette|
7274|1995|1995/023||Genetic differentiation between inshore and offshore Atlantic cod (Gadus morhua L.) off Newfoundland: microsatellite DNA variation and antifreeze level (26 p.)|http://www.dfo-mpo.gc.ca/csas-sccs/publications/resdocs-docrech/1995/1995_023-fra.html|http://www.dfo-mpo.gc.ca/csas-sccs/publications/resdocs-docrech/1995/1995_023-eng.html||0||4|cod|morue|
7276|1995|1995/025||Status of redfish in Subarea 2 + Division 3K (25 p.)|http://www.dfo-mpo.gc.ca/csas-sccs/publications/resdocs-docrech/1995/1995_025-fra.html|http://www.dfo-mpo.gc.ca/csas-sccs/publications/resdocs-docrech/1995/1995_025-eng.html||0||4|redfish|sébaste|
7277|1995|1995/026||Skates in NAFO Divisions 3LNO and Subdivision 3Ps: A preliminary examination (10 p.)|http://www.dfo-mpo.gc.ca/csas-sccs/publications/resdocs-docrech/1995/1995_026-fra.html|http://www.dfo-mpo.gc.ca/csas-sccs/publications/resdocs-docrech/1995/1995_026-eng.html||0||4|skate|raie|
7279|1995|1995/028||Assessment of cod in Division 4X in 1994 (27 p.)|http://www.dfo-mpo.gc.ca/csas-sccs/publications/resdocs-docrech/1995/1995_028-fra.html|http://www.dfo-mpo.gc.ca/csas-sccs/publications/resdocs-docrech/1995/1995_028-eng.html||0||4|cod|morue|
7280|1995|1995/029||Assessment of 4X haddock in 1994 (53 p.)|http://www.dfo-mpo.gc.ca/csas-sccs/publications/resdocs-docrech/1995/1995_029-fra.html|http://www.dfo-mpo.gc.ca/csas-sccs/publications/resdocs-docrech/1995/1995_029-eng.html||0||4|haddock|aiglefin|
7283|1995|1995/032||Update on the status of Unit 3 redfish: 1994 (14 p.)|http://www.dfo-mpo.gc.ca/csas-sccs/publications/resdocs-docrech/1995/1995_032-fra.html|http://www.dfo-mpo.gc.ca/csas-sccs/publications/resdocs-docrech/1995/1995_032-eng.html||0||4|redfish|sébaste|
7285|1995|1995/034||An update of the stock status of Div. 2J3KL cod (38 p.)|http://www.dfo-mpo.gc.ca/csas-sccs/publications/resdocs-docrech/1995/1995_034-fra.html|http://www.dfo-mpo.gc.ca/csas-sccs/publications/resdocs-docrech/1995/1995_034-eng.html||0||4|cod|morue|
7286|1995|1995/035||An update of the status of the stock of American plaice in Subarea 2+ Div. 3K (23 p.)|http://www.dfo-mpo.gc.ca/csas-sccs/publications/resdocs-docrech/1995/1995_035-fra.html|http://www.dfo-mpo.gc.ca/csas-sccs/publications/resdocs-docrech/1995/1995_035-eng.html||0||4|plaice|plie|
7290|1995|1995/039||Assessment of the southern Gulf of St. Lawrence cod stock, March 1995 (84 p.)|http://www.dfo-mpo.gc.ca/csas-sccs/publications/resdocs-docrech/1995/1995_039-fra.html|http://www.dfo-mpo.gc.ca/csas-sccs/publications/resdocs-docrech/1995/1995_039-eng.html||0||4|cod|morue|
7291|1995|1995/040||Analysis of past replacement levels in the southern Gulf cod stock (10 p.)|http://www.dfo-mpo.gc.ca/csas-sccs/publications/resdocs-docrech/1995/1995_040-fra.html|http://www.dfo-mpo.gc.ca/csas-sccs/publications/resdocs-docrech/1995/1995_040-eng.html||0||4|cod|morue|
7292|1995|1995/041||The status of white hake (Urophycis tenusi, Mitchill) in the southern Gulf of St. Lawrence (NAFO Division 4T) in 1994 (52 p.)|http://www.dfo-mpo.gc.ca/csas-sccs/publications/resdocs-docrech/1995/1995_041-fra.html|http://www.dfo-mpo.gc.ca/csas-sccs/publications/resdocs-docrech/1995/1995_041-eng.html||0||4|hake|merlu/merluche|
7296|1995|1995/045||Management activities for 1994 and early 1995 in the Scotia-Fundy Region (33 p.)|http://www.dfo-mpo.gc.ca/csas-sccs/publications/resdocs-docrech/1995/1995_045-fra.html|http://www.dfo-mpo.gc.ca/csas-sccs/publications/resdocs-docrech/1995/1995_045-eng.html||0||4|management|gestion|
7297|1995|1995/046||The midshore lobster fishery off southwestern Nova Scotia: Inception, development and current status (38 p.)|http://www.dfo-mpo.gc.ca/csas-sccs/publications/resdocs-docrech/1995/1995_046-fra.html|http://www.dfo-mpo.gc.ca/csas-sccs/publications/resdocs-docrech/1995/1995_046-eng.html||0||4|lobster|homard|
7272|1995|1995/021||Model estimates of harp seal numbers at age for the northwest Atlantic (24 p.)|http://www.dfo-mpo.gc.ca/csas-sccs/publications/resdocs-docrech/1995/1995_021-fra.html|http://www.dfo-mpo.gc.ca/csas-sccs/publications/resdocs-docrech/1995/1995_021-eng.html||0||4|seals|phoques|
7300|1995|1995/049||Status of American Plaice in NAFO Div. 4T 1994 (37 p.)|http://www.dfo-mpo.gc.ca/csas-sccs/publications/resdocs-docrech/1995/1995_049-fra.html|http://www.dfo-mpo.gc.ca/csas-sccs/publications/resdocs-docrech/1995/1995_049-eng.html||0||4|plaice|plie|
7302|1995|1995/051||Evaluation of the utility of summer trawl surveys (1990 to 1994) in the Shediac Valley and NAFO Unit Area 4T1 as an index of pre-recruit abundance for southern Gulf of St. Lawrence cod (19 p.)|http://www.dfo-mpo.gc.ca/csas-sccs/publications/resdocs-docrech/1995/1995_051-fra.html|http://www.dfo-mpo.gc.ca/csas-sccs/publications/resdocs-docrech/1995/1995_051-eng.html||0||4|survey|relevé|
7303|1995|1995/052|Le flétan atlantique du golfe du Saint-Laurent en 1994 (17 p.)||http://www.dfo-mpo.gc.ca/csas-sccs/publications/resdocs-docrech/1995/1995_052-fra.html|http://www.dfo-mpo.gc.ca/csas-sccs/publications/resdocs-docrech/1995/1995_052-eng.html||0||4|halibut, turbor|flétan, turbot|
7305|1995|1995/054|Les pêches sentinelles du stock de morue du nord du golfe du Saint-Laurent (3Pn,4RS) en 1994 (30 p.)|The sentinel fisheries of the northern Gulf of St. Lawrence cod stock (3Pn,4RS) in 1994 (30 p.)|http://www.dfo-mpo.gc.ca/csas-sccs/publications/resdocs-docrech/1995/1995_054-fra.html|http://www.dfo-mpo.gc.ca/csas-sccs/publications/resdocs-docrech/1995/1995_054-eng.html||0||4|cod|morue|
7307|1995|1995/056||A review of the west coast of Newfoundland (NAFO Division 4R) herring fishery data (1973 to 1994) (40 p.)|http://www.dfo-mpo.gc.ca/csas-sccs/publications/resdocs-docrech/1995/1995_056-fra.html|http://www.dfo-mpo.gc.ca/csas-sccs/publications/resdocs-docrech/1995/1995_056-eng.html||0||4|herring|hareng|
7309|1995|1995/058||Acoustic backscatter of herring along the west coast of Newfoundland (NAFO Division 4R) in November from 1989 to 1993 (34 p.)|http://www.dfo-mpo.gc.ca/csas-sccs/publications/resdocs-docrech/1995/1995_058-fra.html|http://www.dfo-mpo.gc.ca/csas-sccs/publications/resdocs-docrech/1995/1995_058-eng.html||0||4|herring|hareng|
7310|1995|1995/059|Évaluation et biologie du flétan du Groenland (Reinhardtius hippoglossoides) du golfe du Saint-Laurent (4RST) en 1994 (47 p.)||http://www.dfo-mpo.gc.ca/csas-sccs/publications/resdocs-docrech/1995/1995_059-fra.html|http://www.dfo-mpo.gc.ca/csas-sccs/publications/resdocs-docrech/1995/1995_059-eng.html||0||4|halibut, turbor|flétan, turbot|
7312|1995|1995/061||Distribution of northern shrimp (Pandalus borealis) in Divisions 2J3KL as inferred from stomach contents of cod (Gadus morhua) (21 p.)|http://www.dfo-mpo.gc.ca/csas-sccs/publications/resdocs-docrech/1995/1995_061-fra.html|http://www.dfo-mpo.gc.ca/csas-sccs/publications/resdocs-docrech/1995/1995_061-eng.html||0||4|shrimp, cod|crevette, morue|
7236|1994|1994/082|Modification de distribution du stock de morue du nord du golfe du Saint-Laurent (3Pn, 4RS), en hiver||http://www.dfo-mpo.gc.ca/csas-sccs/publications/resdocs-docrech/1994/1994_082-fra.html|http://www.dfo-mpo.gc.ca/csas-sccs/publications/resdocs-docrech/1994/1994_082-eng.html||0||4|cod|morue|
7237|1994|1994/083||The status of Atlantic salmon stocks in Gulf of St. Lawrence, western Newfoundland and southern Labrador, 1993|http://www.dfo-mpo.gc.ca/csas-sccs/publications/resdocs-docrech/1994/1994_083-fra.html|http://www.dfo-mpo.gc.ca/csas-sccs/publications/resdocs-docrech/1994/1994_083-eng.html||0||4|salmon|saumon|
